ra;fase;turma;nome_anonimizado;idade_aprox;genero;ano_ingresso;instituicao_de_ensino;pedra;inde;iaa;ieg;ips;ida;mat;por;ing;ipv;ian;fase_ideal;defasagem;ano_coleta;ipp;ativo_inativo
RA-1155;3;F;Aluno-1155;14;Feminino;2023;Pública;Ametista;7,82;9,2;9,2;5,63;8;6,7;8,2;9;8,29;5;4;-1;2023;7,5;Ativo
RA-1156;3;F;Aluno-1156;12;Feminino;2023;Pública;Ametista;7,34;8,3;9,2;2,52;5,3;6,2;6;3,7;7,79;10;3;0;2023;7,97;Ativo
RA-368;3;F;Aluno-368;14;Masculino;2018;Pública;Quartzo;5,8;0;7,7;2,52;6,7;5;7,2;7,8;7,34;5;4;-1;2023;7,03;Ativo
RA-387;3;F;Aluno-387;14;Masculino;2019;Pública;Quartzo;4,79;0;6,8;2,52;3;4,3;2,8;1,8;7,01;5;4;-1;2023;6,88;Ativo
RA-388;3;F;Aluno-388;15;Feminino;2019;Pública;Quartzo;5,63;0;7,4;5,63;4,2;6;4,3;2,2;7,84;5;5;-2;2023;6,88;Ativo
RA-374;3;F;Aluno-374;13;Feminino;2021;Privada;Ametista;7,53;8,8;8,3;5,63;5,4;6,3;6,3;3,7;7,92;10;3;0;2023;7,66;Ativo
RA-377;3;F;Aluno-377;13;Feminino;2021;Pública;Ametista;7,21;9,6;7,6;5;4,8;6;5,7;2,8;7,63;10;3;0;2023;7,34;Ativo
RA-223;3;G;Aluno-223;14;Feminino;2022;Pública;Quartzo;5,09;0;4,5;7,52;3,8;5,5;4;1,8;7,17;5;4;-1;2023;7,5;Ativo
RA-236;3;G;Aluno-236;13;Feminino;2022;Pública;Ametista;7,34;10;7,5;7,52;4,5;6,3;4;3,3;7,3;10;3;0;2023;7,19;Ativo
RA-362;3;G;Aluno-362;13;Feminino;2018;Pública;Ágata;6,39;0;7,5;7,52;5,1;5,7;6,8;2,8;7,09;10;3;0;2023;7,03;Ativo
RA-381;3;G;Aluno-381;14;Masculino;2018;Pública;Quartzo;5,76;0;8,4;6,89;3,9;5,3;5,3;1,2;6,84;5;4;-1;2023;7,34;Ativo
RA-364;3;G;Aluno-364;12;Masculino;2019;Pública;Ametista;7,73;8,8;9;6,89;5,8;8;5,2;4,3;7,5;10;3;0;2023;7,03;Ativo
RA-382;3;G;Aluno-382;15;Masculino;2017;Pública;Ágata;6,22;0;9,4;6,26;5,2;5;5,8;4,7;7,17;5;5;-2;2023;7,5;Ativo
RA-383;3;G;Aluno-383;12;Masculino;2019;Pública;Ametista;7,54;9,2;8,8;3,14;6,5;6,3;6,2;7;7,5;10;3;0;2023;7,5;Ativo
RA-384;3;G;Aluno-384;13;Feminino;2017;Pública;Ágata;6,76;0;9,1;2,52;7,3;6,3;7,2;8,3;7,34;10;3;0;2023;7,66;Ativo
RA-1157;3;G;Aluno-1157;14;Masculino;2023;Pública;Ametista;7,09;9,2;8,8;6,26;5,7;5;6,3;5,7;7;5;4;-1;2023;7,5;Ativo
RA-386;3;G;Aluno-386;14;Masculino;2019;Pública;Quartzo;5,76;9,2;7;2,52;3,3;5;3,7;1,2;6,63;5;4;-1;2023;7,03;Ativo
RA-260;3;G;Aluno-260;13;Feminino;2019;Pública;Topázio;8,08;9,2;9,9;7,52;6,1;6,3;5,2;6,7;7,42;10;3;0;2023;7,34;Ativo
RA-390;3;G;Aluno-390;12;Feminino;2022;Pública;Ágata;6,91;7,9;8,8;2,52;4,8;5,7;5,8;3;7;10;3;0;2023;7,34;Ativo
RA-1158;3;G;Aluno-1158;14;Feminino;2023;Pública;Ágata;6,31;7,5;8,6;2,52;4,3;5,3;5;2,7;7,34;5;4;-1;2023;7,5;Ativo
RA-391;3;I;Aluno-391;13;Feminino;2022;Pública;Ágata;6,51;7,9;7,5;2,52;3,5;4,2;5;1,3;7,58;10;3;0;2023;7,5;Ativo
RA-1159;3;I;Aluno-1159;12;Feminino;2023;Pública;Quartzo;5,91;5,8;6,6;2,52;3,1;5,2;1,5;2,5;7,13;10;3;0;2023;7,19;Ativo
RA-392;3;I;Aluno-392;15;Masculino;2022;Pública;Ágata;6,57;9,6;9,5;2,52;4,6;6,2;4,7;2,8;7,17;5;5;-2;2023;6,09;Ativo
RA-1160;3;I;Aluno-1160;13;Masculino;2023;Pública;Ágata;6,64;9,6;8,7;2,52;2,7;4,8;2,7;0,7;7,26;10;3;0;2023;6,88;Ativo
RA-1161;3;I;Aluno-1161;13;Feminino;2023;Pública;Ametista;7,32;6,3;8,1;2,52;6,3;7,3;6,5;5,2;8,63;10;3;0;2023;8,28;Ativo
RA-395;3;I;Aluno-395;12;Feminino;2018;Pública;Ametista;7,47;9,2;8,6;2,52;6;6,7;5,3;6;7,92;10;3;0;2023;7,97;Ativo
RA-450;3;K;Aluno-450;14;Masculino;2021;Pública;Ágata;6,82;9,6;8,4;2,52;5,4;7;6,5;2,7;7,92;5;4;-1;2023;7,66;Ativo
RA-463;3;K;Aluno-463;13;Feminino;2020;Pública;Ágata;6,38;9,2;5,4;2,52;4;6,3;4,3;1,3;7,8;10;3;0;2023;7,81;Ativo
RA-298;3;K;Aluno-298;14;Masculino;2019;Pública;Ágata;6,82;9,6;8,6;2,52;5,5;7,7;4,5;4,2;7,75;5;4;-1;2023;7,5;Ativo
RA-464;3;K;Aluno-464;14;Feminino;2022;Pública;Ágata;6,08;9,2;7,7;2,52;3;4,8;3,7;0,5;7,38;5;4;-1;2023;7,97;Ativo
RA-465;3;K;Aluno-465;12;Masculino;2019;Pública;Topázio;8,01;7,5;9,4;2,52;8,5;8,3;8,2;9;8,17;10;3;0;2023;7,97;Ativo
RA-442;3;K;Aluno-442;12;Feminino;2022;Pública;Ágata;6,81;0;7,6;7,52;5,8;6,7;6,5;4,3;8,13;10;3;0;2023;7,5;Ativo
RA-300;3;K;Aluno-300;15;Masculino;2022;Pública;Quartzo;5,62;5;7,5;2,52;4,5;4,5;5,3;3,8;6,59;5;5;-2;2023;6,41;Ativo
RA-467;3;K;Aluno-467;14;Feminino;2022;Pública;Ágata;6,55;6,3;9,2;3,14;5,2;6;6;3,7;7,54;5;4;-1;2023;7,19;Ativo
RA-468;3;K;Aluno-468;14;Masculino;2022;Pública;Quartzo;5,91;8,3;6;6,27;3,4;4,8;3;2,3;6,72;5;4;-1;2023;7,34;Ativo
RA-1162;3;K;Aluno-1162;13;Feminino;2023;Pública;Ametista;7,44;8,3;8,5;3,77;6;7,3;5,5;5,2;7,75;10;3;0;2023;7,81;Ativo
RA-470;3;K;Aluno-470;14;Feminino;2019;Pública;Ágata;6,99;8,8;9,2;5;4,9;6;4,3;4,5;7,71;5;4;-1;2023;7,5;Ativo
RA-474;3;K;Aluno-474;14;Masculino;2019;Pública;Quartzo;5,28;0;7,8;5;3,3;4,8;3,8;1,2;6,76;5;4;-1;2023;7,19;Ativo
RA-476;3;K;Aluno-476;13;Feminino;2019;Pública;Ágata;6,49;7,9;7;2,52;4,1;5;4,5;2,7;7,5;10;3;0;2023;7,34;Ativo
RA-478;3;K;Aluno-478;12;Feminino;2019;Pública;Ágata;6,44;6,7;7,3;2,52;4,4;4,3;4,7;4,3;7,3;10;3;0;2023;7,19;Ativo
RA-410;3;K;Aluno-410;14;Masculino;2018;Pública;Ágata;6,14;8,8;5,8;7,52;4,9;5;4,8;4,8;6,04;5;4;-1;2023;6,72;Ativo
RA-411;3;L;Aluno-411;13;Feminino;2019;Privada;Ametista;7,78;6,2;9;7,52;6,6;5,7;6,7;7,3;7,54;10;3;0;2023;7,81;Ativo
RA-412;3;L;Aluno-412;13;Feminino;2018;Pública;Ametista;7,37;8,8;8,9;2,52;6,2;5,8;5,2;7,7;7,58;10;3;0;2023;7,03;Ativo
RA-400;3;L;Aluno-400;14;Masculino;2018;Pública;Ágata;6,53;9,2;9;2,52;4,1;4,8;4,7;2,8;7,38;5;4;-1;2023;7,66;Ativo
RA-414;3;L;Aluno-414;13;Feminino;2021;Pública;Ametista;7,25;0;9,5;7,52;6,5;6;7;6,5;7,58;10;3;0;2023;7,81;Ativo
RA-415;3;L;Aluno-415;12;Feminino;2019;Pública;Ametista;7,19;7,1;8,2;7,52;3,7;2,8;4;4,3;7,83;10;3;0;2023;7,81;Ativo
RA-1163;3;L;Aluno-1163;14;Masculino;2023;Pública;Ametista;7,75;8,8;9,3;7,52;7,2;7;6,7;8;7,75;5;4;-1;2023;7,66;Ativo
RA-273;3;L;Aluno-273;14;Feminino;2018;Pública;Ágata;6,34;7,9;7,4;2,52;5;5,3;6,8;3;7,63;5;4;-1;2023;7,81;Ativo
RA-471;3;L;Aluno-471;13;Feminino;2020;Pública;Ágata;6,86;0;9;6,27;5;6,3;4;4,8;8,12;10;3;0;2023;7,97;Ativo
RA-416;3;L;Aluno-416;13;Masculino;2018;Privada;Topázio;8,14;9,2;9,8;2,52;7,6;7;7;8,8;8,34;10;3;0;2023;8,28;Ativo
RA-417;3;L;Aluno-417;13;Feminino;2022;Pública;Topázio;8,26;5,4;9,7;7,52;7,8;6,7;8,3;8,3;8,21;10;3;0;2023;8,28;Ativo
RA-305;3;L;Aluno-305;15;Masculino;2019;Pública;Ágata;6,39;0;8,9;7,52;5,2;5,2;4,8;5,7;7,75;5;5;-2;2023;7,66;Ativo
RA-418;3;L;Aluno-418;11;Feminino;2020;Privada;Topázio;8,17;8,8;10;2,52;8,1;6,7;8,3;9,3;8,04;10;2;1;2023;8,12;Ativo
RA-419;3;L;Aluno-419;13;Feminino;2019;Privada;Ametista;7,73;6,7;9,5;2,52;7,6;7;7,3;8,5;7,88;10;3;0;2023;8,12;Ativo
RA-421;3;L;Aluno-421;12;Masculino;2021;Pública;Topázio;8,03;9,2;9,9;2,52;7,3;8;6,2;7,8;8,17;10;3;0;2023;7,81;Ativo
RA-407;3;L;Aluno-407;14;Masculino;2022;Pública;Ametista;7,67;9,6;8,6;7,52;7,3;7,3;7,2;7,3;7,5;5;4;-1;2023;7,81;Ativo
RA-425;3;L;Aluno-425;13;Masculino;2022;Pública;Topázio;8,11;9,2;9,9;2,52;7,5;6,7;7,3;8,5;8,38;10;3;0;2023;7,81;Ativo
RA-426;3;M;Aluno-426;14;Feminino;2022;Pública;Ágata;6,33;5,4;7,6;5;5;4,7;5,2;5;7,54;5;4;-1;2023;7,66;Ativo
RA-430;3;M;Aluno-430;14;Masculino;2022;Pública;Ametista;7,15;9,2;9,3;2,52;6,4;7,3;5,5;6,5;7,75;5;4;-1;2023;7,81;Ativo
RA-1164;3;M;Aluno-1164;13;Masculino;2023;Pública;Ágata;6,91;9,2;7,5;2,52;4,8;7;7,5;;7,54;10;3;0;2023;7,66;Ativo
RA-1165;3;M;Aluno-1165;12;Feminino;2023;Pública;Ametista;7,88;9,2;9,1;5;7,3;7;6;9;7,29;10;3;0;2023;7,19;Ativo
RA-432;3;M;Aluno-432;15;Feminino;2019;Pública;Ágata;6,85;8,8;9;2,52;5,2;5;6,3;4,2;8,04;5;5;-2;2023;7,81;Ativo
RA-303;3;M;Aluno-303;15;Masculino;2019;Pública;Quartzo;5,91;0;7,3;7,52;5,1;5,7;5,2;4,5;7,05;5;5;-2;2023;7,66;Ativo
RA-420;3;M;Aluno-420;12;Feminino;2019;Privada;Ametista;7,36;8,3;9,3;2,52;5,3;5,7;5,8;4,3;7,96;10;3;0;2023;7,66;Ativo
RA-1166;3;M;Aluno-1166;15;Feminino;2023;Pública;Ametista;7,31;8,3;9,6;7,52;4,8;5,3;2,8;6,2;7,92;5;5;-2;2023;7,66;Ativo
RA-1167;3;M;Aluno-1167;16;Masculino;2023;Pública;Ágata;6,02;8,8;7,6;2,52;3,8;6;3,7;1,8;7,96;2,5;6;-3;2023;7,66;Ativo
RA-424;3;M;Aluno-424;13;Feminino;2022;Pública;Ametista;7,73;8,8;9,9;2,52;6,4;5;6,7;7,5;7,79;10;3;0;2023;7,81;Ativo
RA-398;3;N;Aluno-398;11;Feminino;2022;Pública;Ametista;7,15;6,7;8,1;2,52;6,5;9,3;5,8;4,5;7,79;10;2;1;2023;7,5;Ativo
RA-399;3;N;Aluno-399;13;Feminino;2022;Pública;Ametista;7;7,9;8,2;2,52;4,7;5;4,2;4,8;8,16;10;3;0;2023;7,5;Ativo
RA-428;3;N;Aluno-428;13;Masculino;2022;Pública;Ametista;7,82;8,3;9,5;2,52;7,2;9,3;4,7;7,7;8,04;10;3;0;2023;7,81;Ativo
RA-315;3;N;Aluno-315;14;Feminino;2022;Pública;Quartzo;5,98;0;6,8;5;6,3;5,7;6,8;6,3;7,84;5;4;-1;2023;7,97;Ativo
RA-402;3;N;Aluno-402;13;Feminino;2019;Pública;Ágata;6,63;9,2;7,3;2,52;4,2;4,7;4;4;6,88;10;3;0;2023;7,81;Ativo
RA-1168;3;N;Aluno-1168;13;Feminino;2023;Pública;Quartzo;5,89;0;8,8;2,52;3,5;5;2;3,5;7,04;10;3;0;2023;7,66;Ativo
RA-613;3;N;Aluno-613;14;Masculino;2020;Pública;Ágata;6,86;9,2;9,4;5;4,8;4,3;6,2;3,8;7,21;5;4;-1;2023;6,72;Ativo
RA-304;3;N;Aluno-304;15;Masculino;2020;Pública;Ágata;6,24;0;8,8;5;5,7;7;3,7;6,3;7,84;5;5;-2;2023;7,81;Ativo
RA-457;3;N;Aluno-457;13;Feminino;2022;Pública;Topázio;8,26;7,5;8,6;7,52;8,1;6,7;8,5;9;8,04;10;3;0;2023;8,12;Ativo
RA-307;3;N;Aluno-307;15;Masculino;2022;Pública;Ágata;6,05;0;6,5;7,52;6,3;6,3;7,3;5,2;7,46;5;5;-2;2023;7,5;Ativo
RA-283;3;N;Aluno-283;15;Masculino;2020;Pública;Ametista;7,55;8,3;9,5;7,52;6,8;6,8;4,8;8,8;7,5;5;5;-2;2023;7,03;Ativo
RA-459;3;N;Aluno-459;13;Masculino;2019;Pública;Topázio;8,24;6,7;9,3;7,52;8,3;8,3;9,2;7,5;7,88;10;3;0;2023;7,19;Ativo
RA-440;3;P;Aluno-440;12;Masculino;2022;Pública;Ágata;6,99;0;8,2;7,52;6,2;7,3;7;4,2;7,84;10;3;0;2023;7,97;Ativo
RA-443;3;P;Aluno-443;14;Feminino;2019;Pública;Ágata;6,9;7,1;7,5;2,52;7,6;7;8,7;7;8,12;5;4;-1;2023;7,97;Ativo
RA-454;3;P;Aluno-454;15;Masculino;2018;Pública;Quartzo;4,6;0;7,5;5;2,6;4,2;1,2;2,5;5,54;5;5;-2;2023;4,69;Ativo
RA-444;3;P;Aluno-444;11;Masculino;2018;Pública;Quartzo;5,96;0;7,9;5;4,7;4,7;5,8;3,7;6,46;10;2;1;2023;6,41;Ativo
RA-170;3;P;Aluno-170;15;Feminino;2018;Privada;Ametista;7,06;8,8;8,9;2,52;7,2;6,3;8,7;6,5;7,67;5;5;-2;2023;6,88;Ativo
RA-1169;3;P;Aluno-1169;14;Feminino;2023;Pública;Ametista;7,21;7,5;9,5;5;6,3;6,8;7,3;4,8;8;5;4;-1;2023;7,03;Ativo
RA-458;3;P;Aluno-458;14;Masculino;2019;Pública;Ágata;6,31;9,6;6,9;7,52;3,8;4,3;4,8;2,2;6,25;5;4;-1;2023;7,19;Ativo
RA-1170;3;P;Aluno-1170;14;Masculino;2023;Pública;Ágata;6,87;8,8;7,7;7,52;5,9;6;6,8;4,8;6,58;5;4;-1;2023;7,19;Ativo
RA-1171;3;P;Aluno-1171;14;Masculino;2023;Pública;Ametista;7,86;7,9;8,4;5;8,7;7,3;9;9,7;8,88;5;4;-1;2023;8,75;Ativo
RA-449;3;P;Aluno-449;12;Feminino;2022;Pública;Ametista;7,4;7,1;7,2;7,52;7;5,5;7,7;7,7;6,84;10;3;0;2023;7,34;Ativo
RA-462;3;P;Aluno-462;15;Feminino;2022;Pública;Ágata;6,23;10;8,1;5;2,7;4;2,8;1,3;6,58;5;5;-2;2023;7,5;Ativo
RA-176;4;A;Aluno-176;14;Feminino;2018;Privada;Topázio;8,32;9,6;9,5;2,52;8;7,3;7,3;9,3;9;10;4;0;2023;8,12;Ativo
RA-178;4;A;Aluno-178;14;Feminino;2016;Privada;Ametista;7,41;7,9;8,7;2,52;5,9;6,3;5,8;5,5;8,42;10;4;0;2023;7,66;Ativo
RA-193;4;A;Aluno-193;13;Masculino;2016;Privada;Ametista;7,72;8,3;9,4;2,52;6,5;6;6,3;7,3;8,17;10;3;1;2023;8,12;Ativo
RA-1172;4;A;Aluno-1172;16;Feminino;2023;Pública;Ametista;7,03;8,3;7,8;2,52;6,7;6;5,7;8,3;8,46;5;6;-2;2023;8,59;Ativo
RA-180;4;A;Aluno-180;13;Masculino;2018;Privada;Topázio;8,28;9,2;9,4;2,52;8;8,3;7,3;8,5;8,92;10;3;1;2023;8,44;Ativo
RA-181;4;A;Aluno-181;14;Feminino;2019;Privada;Ametista;7,67;9,6;8,3;2,52;6,8;8,3;6,5;5,5;8,25;10;4;0;2023;7,97;Ativo
RA-195;4;A;Aluno-195;14;Feminino;2017;Privada;Ametista;7,6;7,1;9,2;2,52;6;6,3;6,2;5,5;8,79;10;4;0;2023;8,44;Ativo
RA-196;4;A;Aluno-196;13;Masculino;2018;Privada;Ametista;7,56;7,9;9;2,52;6,2;7;6;5,7;8,21;10;3;1;2023;8,28;Ativo
RA-211;4;A;Aluno-211;14;Masculino;2021;Privada;Topázio;8,02;9,6;9,4;2,52;7,1;7,7;8;5,7;8,71;10;4;0;2023;7,66;Ativo
RA-197;4;A;Aluno-197;13;Feminino;2021;Privada;Ametista;7,97;8,3;9,8;2,52;7,2;7;7,3;7,2;8,46;10;3;1;2023;7,97;Ativo
RA-229;4;A;Aluno-229;13;Masculino;2022;Privada;Topázio;8,21;9,2;9,8;2,52;7,8;8;8,2;7,3;8,42;10;3;1;2023;8,28;Ativo
RA-186;4;A;Aluno-186;14;Feminino;2019;Privada;Ametista;7,82;7,5;9,7;2,52;6,9;6,8;7;7;8,46;10;4;0;2023;7,97;Ativo
RA-189;4;A;Aluno-189;14;Masculino;2018;Privada;Ametista;7,73;7,9;9,4;2,52;6,5;6,3;6,5;6,7;8,38;10;4;0;2023;8,28;Ativo
RA-191;4;A;Aluno-191;14;Masculino;2019;Privada;Ametista;7,26;0;9,7;2,52;7,8;8,7;7;7,8;8,46;10;4;0;2023;8,12;Ativo
RA-1173;4;A;Aluno-1173;14;Masculino;2023;Pública;Ametista;7,67;8,8;9,7;2,52;6;7;5;6;8,12;10;4;0;2023;7,81;Ativo
RA-217;4;B;Aluno-217;15;Feminino;2021;Pública;Ágata;6,97;8,3;8,6;2,52;5,6;6,7;5,3;4,8;8,5;5;5;-1;2023;8,44;Ativo
RA-1174;4;B;Aluno-1174;15;Feminino;2023;Pública;Ametista;7,33;9,2;8,7;2,52;6,8;6,5;7,2;6,8;8,34;5;5;-1;2023;8,91;Ativo
RA-192;4;B;Aluno-192;16;Masculino;2021;Privada;Ágata;6,62;8,8;6,2;5;6,5;6;5,8;7,8;7,38;5;6;-2;2023;7,19;Ativo
RA-184;4;B;Aluno-184;13;Masculino;2019;Pública;Topázio;8,43;7,9;9,5;7,52;7,1;7,3;6,3;7,8;8,5;10;3;1;2023;8,59;Ativo
RA-200;4;B;Aluno-200;16;Masculino;2018;Privada;Quartzo;5,66;9,6;4,5;2,52;4,3;4,3;4,2;4,5;7,17;5;6;-2;2023;7,5;Ativo
RA-1175;4;B;Aluno-1175;17;Feminino;2023;Pública;Quartzo;5,94;8,3;5,3;2,52;6,3;6,3;6,3;6,2;7,63;2,5;7;-3;2023;7,66;Ativo
RA-204;4;B;Aluno-204;14;Feminino;2019;Pública;Ametista;7,56;8,8;7,9;2,52;7,1;4,7;8;8,5;8,04;10;4;0;2023;8,28;Ativo
RA-1176;4;B;Aluno-1176;13;Masculino;2023;Pública;Topázio;8,88;8,3;9,3;7,52;8,2;8;7,8;8,7;9,17;10;3;1;2023;9,69;Ativo
RA-1177;4;B;Aluno-1177;14;Feminino;2023;Pública;Topázio;8,35;10;9,9;2,52;7,2;7;6,7;8;8,88;10;4;0;2023;8,91;Ativo
RA-215;4;C;Aluno-215;14;Feminino;2021;Pública;Ametista;7,17;8,8;6,6;2,52;6,9;5,7;6,7;8,3;7,71;10;4;0;2023;7,97;Ativo
RA-1178;4;C;Aluno-1178;16;Masculino;2023;Pública;Ametista;7,07;8,8;9,3;2,52;5,7;6,3;4,5;6,3;8,21;5;6;-2;2023;7,97;Ativo
RA-149;4;C;Aluno-149;16;Feminino;2022;Pública;Quartzo;5,62;8,8;4,2;2,52;4,7;5,7;3,5;5;7,29;5;6;-2;2023;7,5;Ativo
RA-1179;4;C;Aluno-1179;15;Masculino;2023;Pública;Ágata;6,63;9,6;8,1;4,38;5;6,7;3,7;4,5;7,17;5;5;-1;2023;6,88;Ativo
RA-218;4;C;Aluno-218;15;Feminino;2022;Pública;Quartzo;5,81;0;6,7;2,52;6,7;5,7;7;7,5;7,88;5;5;-1;2023;7,97;Ativo
RA-220;4;C;Aluno-220;14;Feminino;2022;Pública;Ametista;7,1;8,8;7,6;2,52;6,1;6,3;5,8;6,3;7,55;10;4;0;2023;7,19;Ativo
RA-202;4;C;Aluno-202;15;Feminino;2017;Pública;Ágata;6,79;8,8;7,9;2,52;5,9;6,3;4,8;6,7;8,01;5;5;-1;2023;7,97;Ativo
RA-1180;4;C;Aluno-1180;15;Masculino;2023;Pública;Ametista;7,07;8,3;9,5;5;5,4;6;4,8;5,3;7,71;5;5;-1;2023;7,19;Ativo
RA-1181;4;C;Aluno-1181;14;Feminino;2023;Pública;Ágata;6,97;8,8;8,3;2,52;4,8;5,7;4,3;4,5;7,34;10;4;0;2023;7,5;Ativo
RA-1182;4;C;Aluno-1182;16;Feminino;2023;Pública;Quartzo;5,71;7,5;6,3;2,52;4,2;5,3;2;5,2;7,21;5;6;-2;2023;6,72;Ativo
RA-205;4;C;Aluno-205;15;Masculino;2020;Pública;Ágata;6,86;9,6;7,6;4,38;6,6;7;5,5;7,3;7,09;5;5;-1;2023;7,03;Ativo
RA-1183;4;C;Aluno-1183;15;Masculino;2023;Pública;Ágata;6,27;7,5;8,7;2,52;5,3;6;4;6;6,76;5;5;-1;2023;6,09;Ativo
RA-237;4;F;Aluno-237;15;Feminino;2022;Privada;Ametista;7,44;8,3;9,5;2,52;6,7;7,7;7;5,5;8,96;5;5;-1;2023;8,12;Ativo
RA-147;4;F;Aluno-147;15;Feminino;2022;Pública;Quartzo;5,54;0;7;5,63;4,5;5;6;2,5;7,46;5;5;-1;2023;6,88;Ativo
RA-240;4;F;Aluno-240;14;Feminino;2017;Privada;Ágata;6,34;7,1;6,7;2,52;4,8;7;3,3;4,2;6,92;10;4;0;2023;6,88;Ativo
RA-1184;4;F;Aluno-1184;16;Masculino;2023;Pública;Ametista;7,38;8,3;8,3;5;7,3;8;5,5;8,5;8,04;5;6;-2;2023;8,12;Ativo
RA-241;4;F;Aluno-241;15;Masculino;2016;Privada;Ametista;7,02;0;9,9;2,52;7,5;9,3;7;6,2;9,54;5;5;-1;2023;8,75;Ativo
RA-242;4;F;Aluno-242;14;Masculino;2018;Privada;Topázio;8,22;7,1;9,7;2,52;7,9;9,3;7,3;7,2;9,38;10;4;0;2023;8,59;Ativo
RA-138;4;F;Aluno-138;16;Masculino;2016;Pública;Ágata;6,78;10;7,9;6,26;4,3;4;3,7;5,2;7,42;5;6;-2;2023;7,34;Ativo
RA-244;4;F;Aluno-244;13;Feminino;2018;Privada;Ametista;7,04;0;8,8;2,52;7,3;7;8;6,8;8,83;10;3;1;2023;8,12;Ativo
RA-245;4;F;Aluno-245;15;Masculino;2016;Privada;Ametista;7,17;0;10;2,52;8,1;9,3;7,8;7,3;9,59;5;5;-1;2023;8,75;Ativo
RA-246;4;F;Aluno-246;14;Masculino;2022;Privada;Topázio;8,26;8,8;9,9;4,39;6,8;7,7;7;5,8;8,92;10;4;0;2023;8,12;Ativo
RA-141;4;F;Aluno-141;15;Masculino;2017;Pública;Ágata;6,72;9,6;8,4;5,63;4,5;6;5,3;2,3;7,04;5;5;-1;2023;7,03;Ativo
RA-239;4;G;Aluno-239;16;Feminino;2021;Pública;Ágata;6,41;0;8,4;5;7;6;7,2;7,7;7,63;5;6;-2;2023;8,12;Ativo
RA-1185;4;G;Aluno-1185;13;Feminino;2023;Pública;Topázio;8,03;7,5;9,1;5;7,5;6,7;6,3;9,5;8,38;10;3;1;2023;7,81;Ativo
RA-262;4;G;Aluno-262;16;Masculino;2021;Privada;Quartzo;4,41;0;3,7;5;3,8;5;3,3;3;6,05;5;6;-2;2023;7,03;Ativo
RA-1186;4;G;Aluno-1186;16;Feminino;2023;Pública;Ametista;7,28;8,8;9,8;6,89;5,5;6,7;5,2;4,5;7,38;5;6;-2;2023;6,88;Ativo
RA-397;4;G;Aluno-397;15;Feminino;2017;Pública;Ágata;6,21;7,5;7,9;2,52;4,6;6,7;5;2;7,46;5;5;-1;2023;7,19;Ativo
RA-1187;4;G;Aluno-1187;13;Feminino;2023;Pública;Ágata;6,64;8,8;6,9;2,52;5,3;4,7;5;6,2;6,72;10;3;1;2023;7,34;Ativo
RA-295;4;L;Aluno-295;15;Feminino;2022;Pública;Ametista;7,64;8,8;8,8;2,52;7,7;7,3;7,2;8,7;9,01;5;5;-1;2023;9,06;Ativo
RA-269;4;L;Aluno-269;14;Masculino;2022;Pública;Topázio;8,12;9,6;9;2,52;7,4;8;7,3;7;8,8;10;4;0;2023;8,59;Ativo
RA-313;4;L;Aluno-313;14;Feminino;2022;Pública;Ametista;7,01;9,2;8,7;2,52;3,9;4;2,8;5;7,75;10;4;0;2023;7,66;Ativo
RA-1190;4;L;Aluno-1190;14;Masculino;2023;Pública;Ágata;6,33;0;9,2;5;4,2;3;4,2;5,5;7,04;10;4;0;2023;7,34;Ativo
RA-301;4;L;Aluno-301;14;Feminino;2019;Pública;Ágata;6,76;9,2;5,4;7,52;5,2;4,7;6,5;4,5;6,46;10;4;0;2023;6,72;Ativo
RA-286;4;L;Aluno-286;15;Feminino;2022;Pública;Quartzo;5,71;0;7,5;5;4,7;3,7;5;5,3;7,34;5;5;-1;2023;8,12;Ativo
RA-1191;4;L;Aluno-1191;14;Masculino;2023;Pública;Ágata;6,18;7,5;7,2;5;3,7;2,3;2,5;6,2;6,26;10;4;0;2023;5;Ativo
RA-1192;4;L;Aluno-1192;15;Feminino;2023;Pública;Ágata;6,78;7,9;8,7;2,52;5,8;4,7;6;6,8;7,67;5;5;-1;2023;7,97;Ativo
RA-174;4;L;Aluno-174;16;Feminino;2019;Pública;Ágata;6,12;7,9;5,6;5;5,1;3,7;7,3;4,3;7,21;5;6;-2;2023;7,5;Ativo
RA-1193;4;L;Aluno-1193;14;Feminino;2023;Pública;Ágata;6,02;0;7,8;5;4,1;3,7;3,5;5;7,13;10;4;0;2023;7,19;Ativo
RA-308;4;L;Aluno-308;14;Masculino;2019;Pública;Ágata;6,58;5,4;6,8;5;4,9;4,7;5,2;4,7;7,5;10;4;0;2023;7,03;Ativo
RA-152;4;M;Aluno-152;16;Feminino;2022;Pública;Ágata;6,31;7,9;7,7;2,52;4,5;4;5;4,5;7,71;5;6;-2;2023;7,81;Ativo
RA-270;4;M;Aluno-270;14;Feminino;2019;Privada;Ametista;7,98;9,2;9;2,52;6,6;7,7;6,2;5,8;9,13;10;4;0;2023;8,75;Ativo
RA-271;4;M;Aluno-271;16;Feminino;2022;Pública;Ágata;6,14;0;9,3;2,52;5,9;4,3;7;6,3;7,71;5;6;-2;2023;8,12;Ativo
RA-299;4;M;Aluno-299;14;Feminino;2019;Privada;Ágata;6,8;0;9,6;2,52;6,1;5;7,2;6,2;8,01;10;4;0;2023;7,97;Ativo
